source_id,ra,dec,parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
386655019234959872,1.3009212651019344,45.785894350455116,86.92985294608008,9.08505,10.175217,8.046922,2.128295
5159273530961537280,44.543868419797654,-12.882602840627078,86.95743346181864,11.579974,12.9174795,10.4414425,2.476037
392350008432819328,3.9121438389884853,47.58934198184821,86.99250931647948,9.992615,11.324109,8.851962,2.472147
3059182338820698624,108.29665561709618,-5.198202455814469,87.00701510121183,10.169039,11.39381,9.067431,2.3263788
1099288633074163328,104.49096610061352,62.319719876796356,87.03112634346951,12.148522,13.946473,10.676184,3.2702894
6743125631414820224,288.16782061103294,-36.25773830304885,87.08411564393202,12.492158,14.18111,11.229515,2.9515953
1612801833587498240,224.47615012413098,56.65392257727081,87.20321595615951,13.572975,15.798643,12.212772,3.5858707
1099288637370627072,104.49025985938317,62.319580264093716,87.24166697188599,13.639243,,,
1214160733157163008,230.47094024402693,20.97832225750799,87.3251282499995,9.124214,10.272954,8.05256,2.2203941
3339914973377653760,84.16024229906046,11.296613294698856,87.34527041122139,11.196607,12.786324,9.972426,2.8138971
6380214844952702848,354.90793158181526,-72.72542944515125,87.37235542781944,6.753961,7.2918344,6.057794,1.2340403
1266092694561970432,223.46080112078175,23.5562410319204,87.50119907203403,10.727757,11.953403,9.17881,2.7745934
3339921875389105152,84.12911430605554,11.327618308646477,87.529739914385,8.195061,9.082688,7.266804,1.8158841
4656782698309778432,88.3603907587593,-71.56206618017886,87.68027391416446,14.089678,16.696323,12.670469,4.025854
2911981886751531648,91.9313221336463,-25.745763611837013,87.70201142126037,10.737674,12.128116,9.573328,2.5547876
191109281417914880,84.85713696339813,40.64152329977908,87.97466867359388,15.273339,18.656435,13.76363,4.892805
2109049433075667584,274.51201441539496,38.771513591166915,87.98137675447622,12.178306,13.858023,10.931631,2.9263916
2109049433075668480,274.5155374143846,38.77115776695709,88.01086889240217,10.748591,12.124523,9.590419,2.5341043
6746465363623545984,297.90137035633575,-35.17664567118845,88.20701360002398,12.205737,13.86358,10.771713,3.0918665
4989399774745144448,15.720962344336396,-37.627709358232806,88.29148364566794,15.338341,18.762997,13.824637,4.9383593
2560771312759450496,25.832196670357842,4.318255356429924,88.30597070744219,9.907381,11.157849,8.797398,2.3604517
6746465363619405824,297.901838319155,-35.17702653343996,88.42400289993235,12.4290085,14.194346,11.142305,3.052041
5959737748540750592,259.72598916547736,-41.53185283525289,88.61369832442405,14.553508,17.414722,13.095388,4.319334
5412947081295024896,147.782210929189,-43.50488163509864,88.67366322546205,7.196408,7.8636723,6.4058375,1.4578347
4383790518216171264,250.02571538084769,0.7045342401421566,88.6929302568156,12.179532,13.937533,10.908958,3.028575
4327580052130121728,251.34039587353647,-13.334776311065896,88.69700701248088,17.231085,20.617926,15.647962,4.969964
975968718869126144,112.67690130725812,48.19395397764997,88.7231202625499,12.11649,13.821537,10.863543,2.9579945
